Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Dabiq,7,Jan-15,Classical Scholar,Ibn Taymiyyah,"I mentioned before in previously discussed principles that Islam – the religion of Allah with which He revealed His books and sent His messengers – is that the slave yuslim (submits) to Allah, the Lord of the creation, and thus, he yastaslim (submits) to Allah alone without giving Him partners and that he be s?lim (purely) for Him, in that he worships Him while not worshipping other than Him, as is made clear by the best word and the head of Islam l? il?ha illall?h. And it has two opposites: kibr and shirk. For this reason, it was reported that N?h (alayhis-sal?m) ordered his children with l? il?ha illall?h and subh?nall?h and forbade them from kibr and shirk [Reported by Im?m Ahmad on the authority of Abdull?h Ibn Amr], as in a hadith I mentioned elsewhere. Indeed, the one who abstains due to arrogance from worshipping Allah does not worship Him, so he is not mustaslim (submitting) to Him, and he who worships Him and worships others with Him is a mushrik towards Him, so he is not s?lim for Him, rather he has shirk towards Him. The word Islam includes the two meanings, istisl?m (submission) and sal?mah which is sincerity. And it is known that all the messengers were sent with the general Islam consisting of this [Al-?m?n al-Awsat]. He (rahimahull?h) also said: The word Islam’ can be used in two ways, transitively, as in His statement, {And who is better in religion than one who aslama (submits) himself to Allah while being a doer of good} [AnNis?’: 125], and His statement, {I have aslamtu (submitted) myself to Allah, and so have those who follow me. And say to those who were given the Scripture and to the unlearned, Have you aslamtum (submitted)? And if they aslam? (submit), they are rightly guided; but if they turn away – then upon you is only the duty of notification. And Allah is Seeing of the servants} [?l Imr?n: 20], and his statement (sallall?hu alayhi wa sallam) in the du’?’ before sleep, I aslamtu (have submitted) myself to You’ [Reported by al-Bukh?r? and Muslim on the authority of al-Bar?’ Ibn ?zib]. It is also used intransitively, as in His statement, {When his Lord said to him, aslim (submit), he said I aslamtu (have submitted) to the Lord of the worlds} [Al-Baqarah: 131]. And it encompasses two meanings, the first is obedience and submission; the second is dedicating that sincerely to Him alone, as in His statement, {Allah presents an example: a slave owned by quarreling partners and another salam (purely) for one man – are they equal in comparison? Praise be to Allah! But most of them do not know} [Az-Zumar: 29]. Its incarnation is the statement l? il?ha illall?h",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Hadith,Sahih Muslim,"Rather Islam is istisl?m (submission) to Allah alone. The word Islam entails istisl?m and dedicating such sincerely to Allah. More than one scholar has mentioned this including the specialists in Arabic such as Ab? Bakr Ibn alAnb?r? and others. Some of the commentators have considered these two meanings to be two different interpretations, as a group of them including al-Baghaw? said, The Muslim is the mustaslim (submitter) to Allah. It has also been said he is the mukhlis (sincere one).’ The reality is that the Muslim is he who gathers both meanings in himself, for whoever does not yastaslim (submit) to Him, is not a Muslim, and whoever istaslam (submitted) to other than Him as he does for Him, is not a Muslim. Whoever istaslam (submitted) to Him alone is a Muslim, as in the Qur’?n, {Yes, whoever aslama (submits) his face to Allah while being a doer of good will have his reward with his Lord. And no fear will there be concerning them, nor will they grieve} [Al-Baqarah: 112] [An-Nub?w?t].6 It is clear then that sal?m (peace) is not the basis of the word Islam, although it shares the same consonant root (s-l-m) and is one of the outcomes of the religion’s sword, as the sword will continue to be drawn, raised, and swung until ?s? (Jesus – alayhis-sal?m) kills the Dajj?l (the Antichrist) and abolishes the jizyah. Thereafter, kufr and its tyranny will be destroyed; Islam and its justice will prevail on the entire Earth. Then, it will be said to the earth, let your fruits grow and yield your blessings. On that day, a group will eat from a single pomegranate and take shade under its bowl-shaped peel. Milk will be blessed so much so that the young female camel will suffice a very large group of people, and a young female cow will suffice a tribe of people, and a young female sheep will suffice a clan of people",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Hadith,"ad-Diya, ad-Daylami","The sky will be permitted to pour its rain and the land to yield its plants, so even if you were to plant a seed on a stone, it would spring. There will be no rivalries, no envy, no hatred, to the point that a man will pass by a lion yet it won’t harm him, and step on a snake yet it won’t harm him",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Hadith,Ibn Majah,"And the venom of every venomous creature will be removed, to the point that a newborn boy will place his hand in the mouth of a snake and it will not harm him. A newborn girl will make a lion flee and it will not harm her. The wolf will be amongst sheep like their guard dog. The Earth will be filled with peace just as a jar is filled with water. The word will be one – no one will be worshipped but Allah. And war will lay down its burdens",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Jihadist,Khalifah Ibrahim al-Qurashi,"This came at a grave moment during the peak of hardships and difficulties, the harshest of tremors and crises, the forefront of which was the killing of the greatest leaders and symbols of jih?d, those who lit the path for us by their efforts, contribution, and sacrifices, by their blood, skulls, and corpses … Amongst them was the shah?d of Islam – as we consider him – the im?m and sayyid of his era, Ab? Abdill?h Us?mah Ibn L?din, the pride of the Ummah and the crown of its new era",Support,Responding to the Doubts
Dabiq,7,Jan-15,Jihadist,Abu Muhammad al-Adnani,"Rest assured, O soldiers of the Islamic State, for we – by Allah’s permission – will carry on upon the manhaj of the im?m Shaykh Us?mah, the am?r of the istishh?d?y?n Ab? Mus’ab az-Zarq?w?, the founder of the State Ab? Umar al-Baghd?d?, and its war minister Ab? Hamzah al-Muh?jir. We will never alter nor change until we taste what they tasted",Support,Responding to the Doubts
Dabiq,7,Jan-15,Qur'an,al-Hashr 14,"{Their adversity among themselves is severe. You think they are together, but their hearts are diverse. That is because they are a people who do not reason} [Al-Hashr: 14]",Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Qur'an,al-Anfal 73,"{And those who disbelieved are allies of one another. If you do not do so, there will be fitnah on earth and great corruption} [Al-Anf?l: 73].",Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Qur'an,al-Ma'ida 51,"{O you who have believed, do not take the Jews and the Christians as allies. They are allies of one another} [Al-M?’idah: 51]",Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Jihadist,Adh-Dhawahiri,"I want to restate our position towards the Coptic Christians. We do not want to get into a war with them because we are busy in the battle against the greatest enemy of the Ummah [America] and because they are our partners in this nation, partners whom we wish to live with in peace and stability",Refute,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Qur'an,al-Fath 29,"{Muhammad is the Messenger of Allah; and those with him are harsh against the disbelievers, merciful among themselves} [Al-Fath: 29]",Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Qur'an,al-Ma'ida 54,"{O you who have believed, whoever of you should revert from his religion – Allah will bring forth [in place of them] a people He will love and who will love Him [who are] humble toward the believers, mighty against the disbelievers; they strive in the cause of Allah and do not fear the blame of a critic} [Al-M?’idah: 54].",Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Qur'an,al-Anfal 46,{And do not dispute and [thus] lose courage and [then] your strength would depart} [Al-Anf?l: 46].,Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Qur'an,al-Ma'ida 105,"{O you who have believed, upon you is [responsibility for] yourselves. Those who have gone astray will not harm you when you have been guided} [Al-M?’idah: 105].",Support,Revenge for the Muslimat Persecuted by the Coptic Crusaders of Egypt
Dabiq,7,Jan-15,Jihadist,Muhammad al Adnani,"We call upon all the soldiers of the Islamic State who are in Khur?s?n to listen to and obey the W?l?, H?fidh Sa’?d Kh?n, and his deputy (may Allah preserve them both), and to prepare for the great tribulations they will face. The factions will assemble against you and the rifles and bayonets will multiply against you. But you are up to it, with Allah’s permission",Support,Wilayat Khurasan and the Bayat from Qawqaz
Dabiq,7,Jan-15,Jihadist,Muhammad al Adnani,"Likewise, we renew our call to the muwahhid?n in Europe and the disbelieving West and everywhere else, to target the crusaders in their own lands and wherever they are found. We will argue, before Allah, against any Muslim who has the ability to shed a single drop of crusader blood but does not do so, whether with an explosive device, a bullet, a knife, a car, a rock, or even a boot or a fist. Indeed, you saw what a single Muslim did with Canada and its parliament of shirk, and what our brothers in France, Australia, and Belgium did – may Allah have mercy upon them all and reward them with good on behalf of Islam. And there were many others who killed, ran others over, threatened, frightened, and terrorized people, to the extent that we saw the crusader armies deployed on the streets in Australia, Canada, France, Belgium, and other strongholds of the cross to whom we promise – by Allah’s permission – a continuation of their state of alert, terror, fear, and loss of security. And what lies ahead will be worse – with Allah’s permission – and more bitter, for you haven’t seen anything from us just yet",Support,Wilayat Khurasan and the Bayat from Qawqaz
Dabiq,7,Jan-15,Jihadist,Ibnul-Kattab,"Also, my beloved brothers for the sake of Allah, I’d like to make mention of the issue of those who left Jabhat an-Nusrah while their names are known to Jabhat an-Nusrah’s I’l?miyy?n (media personnel), especially in the northern countryside of Halab. There’s been more than one case where a brother arrives, leaving Jabhat an-Nusrah and coming to join the Islamic State, and his name is immediately handed over to the Free Syrian Army. Consequently, they [the FSA] make things difficult for his family, or his father is thrown in prison, or they threaten to kill his family. Why? Because he joined the ranks of the Islamic State. Many of the leaders in Jabhah try to scare their fighters saying, They [the Islamic State] will kill you. They will do this. They will do that’ so they can prevent them from coming here [to the Islamic State]. So I advise everyone in Jabhat an-Nusrah, and in particular those young men whom I trained, to join the ranks of the Islamic State, because it is upon the truth, for it implements the Shar?’ah of Allah, carries out the hud?d, and enjoins good and forbids evil.As for when I was in Jabhat an-Nusrah, I did not see implementation of Allah’s Shar?’ah, nor did I see justice between an am?r and an ordinary member.",Refute,"Dozens of ""Nusrah"" and ""Ahrar"" fighters repent and join the Islamic State"
